name,genre,rating,country,company,isMajor,released,year,runtime,isLong,isShort,score,votes,star,director,budget,gross,budgetReturn
Hugo,Adventure,PG,USA,Paramount Pictures,1,11/23/11,2011,126,1,0,7.5,264187,Asa Butterfield,Martin Scorsese,150000000,73864507,0.492430047
You're Next,Horror,R,USA,Snoot Entertainment,0,8/23/13,2011,95,0,0,6.5,70259,Sharni Vinson,Adam Wingard,1000000,18474268,18.474268
Moneyball,Biography,PG-13,USA,Columbia Pictures,0,9/23/11,2011,133,1,0,7.6,302465,Brad Pitt,Bennett Miller,50000000,75605492,1.51210984
One Day,Drama,PG-13,USA,Focus Features,0,8/19/11,2011,107,0,0,7,116446,Anne Hathaway,Lone Scherfig,15000000,13843771,0.922918067
Goon,Comedy,R,USA,No Trace Camping,0,2/24/12,2011,92,0,0,6.8,75386,Seann William Scott,Michael Dowse,0,4168144,inf
No Strings Attached,Comedy,R,USA,Paramount Pictures,1,1/21/11,2011,108,0,0,6.2,181844,Natalie Portman,Ivan Reitman,25000000,70662220,2.8264888
The Twilight Saga: Breaking Dawn - Part 1,Adventure,PG-13,USA,Summit Entertainment,0,11/18/11,2011,117,0,0,4.9,193280,Kristen Stewart,Bill Condon,110000000,281287133,2.557155755
We Need to Talk About Kevin,Drama,R,UK,BBC Films,0,1/13/12,2011,112,0,0,7.5,108592,Tilda Swinton,Lynne Ramsay,7000000,1738692,0.248384571
Sherlock Holmes: A Game of Shadows,Action,PG-13,USA,Warner Bros.,1,12/16/11,2011,129,1,0,7.5,365008,Robert Downey Jr.,Guy Ritchie,125000000,186848418,1.494787344
Melancolía,Drama,R,Denmark,Zentropa Entertainments,0,7/27/12,2011,135,1,0,7.1,140218,Kirsten Dunst,Lars von Trier,7400000,3029870,0.409441892
Fast Five,Action,PG-13,USA,Universal Pictures,1,4/29/11,2011,130,1,0,7.3,307369,Vin Diesel,Justin Lin,125000000,209837675,1.6787014
Hanna,Action,PG-13,USA,Focus Features,0,4/8/11,2011,111,0,0,6.8,166517,Saoirse Ronan,Joe Wright,30000000,40259119,1.341970633
The Adjustment Bureau,Romance,PG-13,USA,Universal Pictures,1,3/4/11,2011,106,0,0,7.1,211918,Matt Damon,George Nolfi,50200000,62495645,1.244933167
La piel que habito,Drama,R,Spain,Blue Haze Entertainment,0,12/2/11,2011,120,0,0,7.6,112125,Antonio Banderas,Pedro Almodóvar,13000000,3185812,0.245062462
The Grey,Action,R,USA,Open Road Films (II),0,1/27/12,2011,117,0,0,6.8,214403,Liam Neeson,Joe Carnahan,25000000,51580136,2.06320544
Real Steel,Action,PG-13,USA,DreamWorks,0,10/7/11,2011,127,1,0,7.1,268336,Hugh Jackman,Shawn Levy,110000000,85468508,0.776986436
Rango,Animation,PG,USA,Paramount Pictures,1,3/4/11,2011,107,0,0,7.2,198267,Johnny Depp,Gore Verbinski,135000000,123477607,0.914648941
The Good Doctor,Drama,PG-13,USA,Code Red,0,8/31/12,2011,91,0,0,5.6,5532,Orlando Bloom,Lance Daly,6000000,4106,0.000684333
The Thing,Horror,R,USA,Morgan Creek Productions,0,10/14/11,2011,103,0,0,6.2,102345,Mary Elizabeth Winstead,Matthijs van Heijningen Jr.,38000000,16928670,0.445491316
Conan the Barbarian,Action,R,USA,Millennium Films,0,8/19/11,2011,113,0,0,5.2,85864,Jason Momoa,Marcus Nispel,90000000,21295021,0.236611344
The Tree of Life,Drama,PG-13,USA,Cottonwood Pictures,0,10/21/11,2011,139,1,0,6.8,146243,Brad Pitt,Terrence Malick,32000000,13303319,0.415728719
The Descendants,Comedy,R,USA,Fox Searchlight Pictures,0,12/9/11,2011,115,0,0,7.3,213733,George Clooney,Alexander Payne,20000000,82584160,4.129208
Paul,Adventure,R,USA,Universal Pictures,1,3/18/11,2011,104,0,0,7,205426,Simon Pegg,Greg Mottola,40000000,37412945,0.935323625
The Change-Up,Comedy,R,USA,Universal Pictures,1,8/5/11,2011,112,0,0,6.3,144130,Jason Bateman,David Dobkin,52000000,37081475,0.713105288
Contagion,Drama,PG-13,USA,Warner Bros.,1,9/9/11,2011,106,0,0,6.6,189798,Matt Damon,Steven Soderbergh,60000000,75658097,1.260968283
A Separation,Drama,PG-13,Iran,Asghar Farhadi Productions,0,4/20/12,2011,123,1,0,8.4,170427,Payman Maadi,Asghar Farhadi,500000,7098492,14.196984
Footloose,Comedy,PG-13,USA,Paramount Pictures,1,10/14/11,2011,113,0,0,5.9,40132,Kenny Wormald,Craig Brewer,24000000,51802742,2.158447583
Abduction,Action,PG-13,USA,Lionsgate,0,9/23/11,2011,106,0,0,5.1,68380,Taylor Lautner,John Singleton,35000000,28087155,0.802490143
Killer Joe,Crime,R,USA,Voltage Pictures,0,6/29/12,2011,102,0,0,6.7,63334,Matthew McConaughey,William Friedkin,11000000,1987762,0.180705636
Soul Surfer,Biography,PG,USA,Enticing Entertainment,0,4/8/11,2011,112,0,0,7.1,38348,AnnaSophia Robb,Sean McNamara,18000000,43853424,2.436301333
The Three Musketeers,Action,PG-13,Germany,Summit Entertainment,0,10/21/11,2011,110,0,0,5.8,93671,Logan Lerman,Paul W.S. Anderson,75000000,20377913,0.271705507
50/50,Comedy,R,USA,Summit Entertainment,0,9/30/11,2011,100,0,0,7.7,285675,Joseph Gordon-Levitt,Jonathan Levine,8000000,35014192,4.376774
Hall Pass,Comedy,R,USA,New Line Cinema,0,2/25/11,2011,105,0,0,5.9,108256,Owen Wilson,Bobby Farrelly,36000000,45060734,1.251687056
Sleeping Beauty,Drama,NOT RATED,Australia,Screen Australia,0,12/2/11,2011,101,0,0,5.3,27413,Emily Browning,Julia Leigh,0,37710,inf
The Hangover Part II,Comedy,R,USA,Warner Bros.,1,5/26/11,2011,102,0,0,6.5,402097,Bradley Cooper,Todd Phillips,80000000,254464305,3.180803813
Cars 2,Animation,G,USA,Walt Disney Pictures,1,6/24/11,2011,106,0,0,6.2,116477,Owen Wilson,John Lasseter,200000000,191452396,0.95726198
The Raid: Redemption,Action,R,Indonesia,Pt. Merantau Films,0,4/13/12,2011,101,0,0,7.6,160867,Iko Uwais,Gareth Evans,1100000,4105123,3.73193
Jane Eyre,Drama,PG-13,UK,Focus Features,0,4/22/11,2011,120,0,0,7.4,69029,Mia Wasikowska,Cary Fukunaga,0,11242660,inf
The Adventures of Tintin,Animation,PG,USA,Columbia Pictures,0,12/21/11,2011,107,0,0,7.4,188070,Jamie Bell,Steven Spielberg,135000000,77591831,0.574754304
Colombiana,Action,PG-13,France,EuropaCorp,0,8/26/11,2011,108,0,0,6.4,81197,Zoe Saldana,Olivier Megaton,40000000,36665854,0.91664635
Your Highness,Adventure,R,USA,Universal Pictures,1,4/8/11,2011,102,0,0,5.6,89047,Danny McBride,David Gordon Green,49900000,21596445,0.432794489
War Horse,Drama,PG-13,USA,DreamWorks,0,12/25/11,2011,146,1,0,7.2,125204,Jeremy Irvine,Steven Spielberg,66000000,79884879,1.210376955
A Dangerous Method,Biography,R,UK,Recorded Picture Company (RPC),0,6/28/12,2011,99,0,0,6.5,86882,Michael Fassbender,David Cronenberg,0,5702083,inf
Johnny English Reborn,Action,PG,USA,Universal Pictures,1,10/21/11,2011,101,0,0,6.3,95736,Rowan Atkinson,Oliver Parker,45000000,8305970,0.184577111
The Mechanic,Action,R,USA,CBS Films,0,1/28/11,2011,93,0,0,6.6,131571,Jason Statham,Simon West,40000000,29121498,0.72803745
The Ides of March,Drama,R,USA,Columbia Pictures,0,10/7/11,2011,101,0,0,7.1,198569,Paul Giamatti,George Clooney,12500000,40962534,3.27700272
The Artist,Comedy,PG-13,France,Studio 37,0,1/20/12,2011,100,0,0,7.9,202820,Jean Dujardin,Michel Hazanavicius,15000000,44671682,2.978112133
J. Edgar,Biography,R,USA,Imagine Entertainment,0,11/11/11,2011,137,1,0,6.6,108929,Leonardo DiCaprio,Clint Eastwood,35000000,37306030,1.065886571
Battle Los Angeles,Action,PG-13,USA,Columbia Pictures,0,3/11/11,2011,116,0,0,5.8,160672,Aaron Eckhart,Jonathan Liebesman,70000000,83552429,1.193606129
The Art of Getting By,Drama,PG-13,USA,Goldcrest Pictures,0,6/17/11,2011,83,0,0,6.6,49820,Freddie Highmore,Gavin Wiesen,0,1429260,inf
Margin Call,Drama,R,USA,Before The Door Pictures,0,9/21/12,2011,107,0,0,7.1,99567,Zachary Quinto,J.C. Chandor,3500000,5354039,1.529725429
Fright Night,Comedy,R,USA,DreamWorks,0,8/19/11,2011,106,0,0,6.4,89412,Anton Yelchin,Craig Gillespie,30000000,18298649,0.609954967
Rio,Animation,G,USA,Twentieth Century Fox Animation,0,4/15/11,2011,96,0,0,6.9,177152,Jesse Eisenberg,Carlos Saldanha,90000000,143619809,1.595775656
Headhunters,Crime,R,Norway,Yellow Bird,0,8/26/11,2011,96,0,0,7.6,85380,Aksel Hennie,Morten Tyldum,0,1196752,inf
The Smurfs,Animation,PG,USA,Columbia Pictures,0,7/29/11,2011,100,0,0,5.5,71925,Hank Azaria,Raja Gosnell,110000000,142614158,1.296492345
Like Crazy,Drama,PG-13,USA,Paramount Vantage,0,1/27/12,2011,86,0,0,6.7,51491,Felicity Jones,Drake Doremus,250000,3413908,13.655632
Attack the Block,Action,R,UK,StudioCanal,0,5/13/11,2011,88,0,0,6.6,87579,John Boyega,Joe Cornish,13000000,1024175,0.078782692
Take Shelter,Drama,R,USA,Hydraulx,0,11/10/11,2011,121,1,0,7.4,76102,Michael Shannon,Jeff Nichols,5000000,1729969,0.3459938
Unknown,Action,PG-13,UK,Dark Castle Entertainment,0,2/18/11,2011,113,0,0,6.9,221649,Liam Neeson,Jaume Collet-Serra,30000000,63686397,2.1228799
Beastly,Drama,PG-13,USA,CBS Films,0,3/4/11,2011,86,0,0,5.6,68242,Alex Pettyfer,Daniel Barnz,17000000,27865571,1.639151235
Final Destination 5,Horror,R,USA,New Line Cinema,0,8/12/11,2011,92,0,0,5.9,89887,Nicholas D'Agosto,Steven Quale,40000000,42587643,1.064691075
My Week with Marilyn,Biography,R,UK,The Weinstein Company,0,12/23/11,2011,99,0,0,7,75373,Michelle Williams,Simon Curtis,0,14600347,inf
Kung Fu Panda 2,Animation,PG,USA,DreamWorks Animation,0,5/26/11,2011,90,0,0,7.3,203107,Jack Black,Jennifer Yuh Nelson,150000000,165249063,1.10166042
Red State,Action,R,USA,"Harvey Boys, The",0,9/30/11,2011,88,0,0,6.2,56365,Michael Parks,Kevin Smith,4000000,1104682,0.2761705
Another Earth,Drama,PG-13,USA,Artists Public Domain,0,10/12/11,2011,92,0,0,7,78957,Brit Marling,Mike Cahill,100000,1316074,13.16074
Ghost Rider: Spirit of Vengeance,Action,PG-13,USA,Columbia Pictures,0,2/17/12,2011,96,0,0,4.3,94617,Nicolas Cage,Mark Neveldine,57000000,51774002,0.908315825
Red Riding Hood,Fantasy,PG-13,USA,Warner Bros.,1,3/11/11,2011,100,0,0,5.4,96451,Amanda Seyfried,Catherine Hardwicke,42000000,37662162,0.896718143
The Roommate,Drama,PG-13,USA,Screen Gems,0,2/4/11,2011,100,0,0,4.9,30941,Minka Kelly,Christian E. Christiansen,16000000,37300107,2.331256688
Water for Elephants,Drama,PG-13,USA,Fox 2000 Pictures,0,4/22/11,2011,100,0,0,6.9,100146,Robert Pattinson,Francis Lawrence,38000000,58709717,1.544992553
The Sitter,Comedy,R,USA,Twentieth Century Fox Film Corporation,1,12/9/11,2011,81,0,0,5.7,62890,Jonah Hill,David Gordon Green,0,30538669,inf
Agentes Secretos,Action,R,Ireland,Relativity Media,0,1/20/12,2011,93,0,0,5.8,75489,Gina Carano,Steven Soderbergh,23000000,18942396,0.823582435
What's Your Number?,Comedy,R,USA,Regency Enterprises,0,9/30/11,2011,106,0,0,6.1,63448,Anna Faris,Mark Mylod,20000000,14008193,0.70040965
