name,genre,rating,country,company,isMajor,released,year,runtime,isLong,isShort,score,votes,star,director,budget,gross,budgetReturn
The Lion King,Animation,G,USA,Walt Disney Pictures,1,6/24/94,1994,88,0,0,8.5,723070,Matthew Broderick,Roger Allers,45000000,312900000,6.953333333
Interview with the Vampire: The Vampire Chronicles,Drama,R,USA,Geffen Pictures,0,11/11/94,1994,123,1,0,7.6,255095,Brad Pitt,Neil Jordan,60000000,105264608,1.754410133
Speed,Action,R,USA,The Mark Gordon Company,0,6/10/94,1994,116,0,0,7.2,279357,Keanu Reeves,Jan de Bont,30000000,121248145,4.041604833
The Little Rascals,Comedy,PG,USA,Universal Pictures,1,8/5/94,1994,82,0,0,6.3,36665,Travis Tedford,Penelope Spheeris,0,51764950,inf
Four Weddings and a Funeral,Comedy,R,UK,PolyGram Filmed Entertainment,0,4/15/94,1994,117,0,0,7.1,115440,Hugh Grant,Mike Newell,4400000,52700832,11.97746182
The Mask,Comedy,PG-13,USA,New Line Cinema,0,7/29/94,1994,101,0,0,6.9,286352,Jim Carrey,Chuck Russell,18000000,119938730,6.663262778
Dumb and Dumber,Comedy,PG-13,USA,New Line Cinema,0,12/16/94,1994,107,0,0,7.3,306934,Jim Carrey,Peter Farrelly,16000000,127175354,7.948459625
Natural Born Killers,Crime,R,USA,Warner Bros.,1,8/26/94,1994,118,0,0,7.3,185627,Woody Harrelson,Oliver Stone,34000000,50282766,1.478904882
Legends of the Fall,Drama,R,USA,TriStar Pictures,0,1/13/95,1994,133,1,0,7.5,121453,Brad Pitt,Edward Zwick,30000000,66638883,2.2212961
Stargate: la puerta del tiempo,Action,PG-13,France,Canal+,0,10/28/94,1994,116,0,0,7.1,156375,Kurt Russell,Roland Emmerich,55000000,71565669,1.301193982
True Lies,Action,R,USA,Twentieth Century Fox Film Corporation,1,7/15/94,1994,141,1,0,7.2,202934,Arnold Schwarzenegger,James Cameron,115000000,146282411,1.272020965
The Crow,Action,R,USA,Crowvision Inc.,0,5/13/94,1994,102,0,0,7.6,144969,Brandon Lee,Alex Proyas,23000000,50693162,2.204050522
Ace Ventura: Pet Detective,Comedy,PG-13,USA,Morgan Creek Productions,0,2/4/94,1994,86,0,0,6.9,232964,Jim Carrey,Tom Shadyac,12000000,72217000,6.018083333
Wyatt Earp,Adventure,PG-13,USA,Warner Bros.,1,6/24/94,1994,191,1,0,6.7,38101,Kevin Costner,Lawrence Kasdan,63000000,25052000,0.397650794
The Flintstones,Comedy,PG,USA,Universal Pictures,1,5/27/94,1994,91,0,0,4.8,64538,John Goodman,Brian Levant,46000000,130512915,2.837237283
D2: The Mighty Ducks,Comedy,PG,USA,Avnet/Kerner Productions,0,3/25/94,1994,106,0,0,6,30231,Emilio Estevez,Sam Weisman,0,45610410,inf
Reality Bites,Comedy,PG-13,USA,Jersey Films,0,2/18/94,1994,99,0,0,6.6,38652,Winona Ryder,Ben Stiller,11500000,20982557,1.824570174
Star Trek: Generations,Action,PG,USA,Paramount Pictures,1,11/18/94,1994,118,0,0,6.6,64703,Patrick Stewart,David Carson,35000000,75668868,2.161967657
Ed Wood,Biography,R,USA,Touchstone Pictures,0,10/7/94,1994,127,1,0,7.9,149166,Johnny Depp,Tim Burton,18000000,5887457,0.327080944
New Nightmare,Fantasy,R,USA,New Line Cinema,0,10/14/94,1994,112,0,0,6.4,41464,Heather Langenkamp,Wes Craven,8000000,18090181,2.261272625
Clerks,Comedy,R,USA,View Askew Productions,0,11/9/94,1994,92,0,0,7.8,190615,Brian O'Halloran,Kevin Smith,230000,3151130,13.70056522
Mary Shelley's Frankenstein,Drama,R,USA,TriStar Pictures,0,11/4/94,1994,123,1,0,6.4,44892,Robert De Niro,Kenneth Branagh,45000000,22006296,0.4890288
Clear and Present Danger,Action,PG-13,USA,Mace Neufeld Productions,0,8/3/94,1994,141,1,0,6.9,74328,Harrison Ford,Phillip Noyce,62000000,122187717,1.970769629
Little Women,Drama,PG,USA,Columbia Pictures Corporation,1,12/25/94,1994,115,0,0,7.3,39288,Susan Sarandon,Gillian Armstrong,15000000,50083616,3.338907733
Ri¢hie Ri¢h,Comedy,PG,USA,Warner Bros.,1,12/21/94,1994,95,0,0,5.3,53644,Macaulay Culkin,Donald Petrie,40000000,38087756,0.9521939
Texas Chainsaw Massacre: The Next Generation,Comedy,R,USA,Genre Pictures,0,10/21/95,1994,95,0,0,3.2,16202,Renée Zellweger,Kim Henkel,600000,141626,0.236043333
Baby's Day Out,Adventure,PG,USA,Twentieth Century Fox Film Corporation,1,7/1/94,1994,99,0,0,6,36625,Lara Flynn Boyle,Patrick Read Johnson,50000000,16671505,0.3334301
Street Fighter,Action,PG-13,Japan,Capcom Entertainment,0,12/23/94,1994,102,0,0,3.8,56055,Jean-Claude Van Damme,Steven E. de Souza,35000000,33423521,0.954957743
Little Giants,Comedy,PG,USA,Warner Bros.,1,10/14/94,1994,107,0,0,6.3,21057,Rick Moranis,Duwayne Dunham,20000000,19288821,0.96444105
Airheads,Comedy,PG-13,USA,Twentieth Century Fox Film Corporation,1,8/5/94,1994,92,0,0,6.1,40298,Brendan Fraser,Michael Lehmann,0,5370000,inf
"Las aventuras de Priscilla, reina del desierto",Comedy,R,Australia,PolyGram Filmed Entertainment,0,8/10/94,1994,104,0,0,7.5,39500,Hugo Weaving,Stephan Elliott,0,11220670,inf
Criaturas celestiales,Biography,R,New Zealand,WingNut Films,0,3/27/98,1994,99,0,0,7.4,52852,Melanie Lynskey,Peter Jackson,5000000,3049135,0.609827
In the Mouth of Madness,Fantasy,R,USA,New Line Cinema,0,2/3/95,1994,95,0,0,7.2,47554,Sam Neill,John Carpenter,8000000,8946600,1.118325
Nell,Drama,PG-13,USA,Egg Pictures,0,12/23/94,1994,112,0,0,6.5,23973,Jodie Foster,Michael Apted,31000000,33683817,1.086574742
The Client,Crime,PG-13,USA,Warner Bros.,1,7/20/94,1994,119,0,0,6.7,49609,Susan Sarandon,Joel Schumacher,45000000,92115211,2.047004689
Maverick,Action,PG,USA,Donner/Shuler-Donner Productions,0,5/20/94,1994,127,1,0,7,88132,Mel Gibson,Richard Donner,75000000,101631272,1.355083627
The Santa Clause,Comedy,PG,USA,Walt Disney Pictures,1,11/11/94,1994,97,0,0,6.4,71963,Tim Allen,John Pasquin,22000000,144833357,6.583334409
Blue Chips,Drama,PG-13,USA,Paramount Pictures,1,2/18/94,1994,108,0,0,6.1,10150,Nick Nolte,William Friedkin,0,22355000,inf
My Father the Hero,Comedy,PG,France,Touchstone Pictures,0,2/4/94,1994,90,0,0,5.4,9254,Gérard Depardieu,Steve Miner,0,25479558,inf
Chungking Express,Crime,PG-13,Hong Kong,Jet Tone Production,0,3/8/96,1994,102,0,0,8.1,45500,Brigitte Lin,Kar-Wai Wong,0,600200,inf
The Specialist,Action,R,Peru,Warner Bros.,1,10/7/94,1994,110,0,0,5.5,53868,Sylvester Stallone,Luis Llosa,45000000,57362581,1.274724022
Blank Check,Comedy,PG,USA,Walt Disney Pictures,1,2/11/94,1994,93,0,0,5.2,15449,Brian Bonsall,Rupert Wainwright,0,30577969,inf
Renaissance Man,Comedy,PG-13,USA,Cinergi Pictures Entertainment,0,6/3/94,1994,128,1,0,6.1,14657,Danny DeVito,Penny Marshall,40000000,24332324,0.6083081
El Libro de la Selva,Adventure,PG,USA,Vegahom Europe,0,12/30/94,1994,111,0,0,6,14034,Jason Scott Lee,Stephen Sommers,27000000,44342956,1.642331704
La boda de Muriel,Comedy,R,Australia,CiBy 2000,0,3/31/95,1994,106,0,0,7.2,29720,Toni Collette,P.J. Hogan,3000000,15185594,5.061864667
Angels in the Outfield,Comedy,PG,USA,Caravan Pictures,0,7/15/94,1994,102,0,0,6.1,23966,Danny Glover,William Dear,24000000,50236831,2.093201292
Beverly Hills Cop III,Action,R,USA,Paramount Pictures,1,5/25/94,1994,104,0,0,5.5,64891,Eddie Murphy,John Landis,55000000,42610000,0.774727273
Quiz Show,Biography,PG-13,USA,Baltimore Pictures,0,10/7/94,1994,133,1,0,7.5,57114,Ralph Fiennes,Robert Redford,31000000,24822619,0.800729645
Disclosure,Drama,R,USA,Warner Bros.,1,12/9/94,1994,128,1,0,6,39139,Michael Douglas,Barry Levinson,55000000,83015089,1.509365255
Somos guerreros,Crime,R,New Zealand,Communicado Productions,0,3/3/95,1994,102,0,0,7.9,27093,Rena Owen,Lee Tamahori,0,2201126,inf
"Corrina, Corrina",Comedy,PG,USA,New Line Cinema,0,8/26/94,1994,115,0,0,6.5,10650,Ray Liotta,Jessie Nelson,0,20160000,inf
Wolf,Drama,R,USA,Columbia Pictures Corporation,1,6/17/94,1994,125,1,0,6.2,46095,Jack Nicholson,Mike Nichols,70000000,65012000,0.928742857
Naked Gun 33 1/3: The Final Insult,Comedy,PG-13,USA,Paramount Pictures,1,3/18/94,1994,83,0,0,6.5,82374,Leslie Nielsen,Peter Segal,30000000,51132598,1.704419933
Bad Girls,Romance,R,USA,Twentieth Century Fox Film Corporation,1,4/22/94,1994,99,0,0,5.1,10190,Madeleine Stowe,Jonathan Kaplan,0,15240435,inf
The Pagemaster,Animation,G,USA,Twentieth Century Fox Film Corporation,1,11/23/94,1994,80,0,0,6,17391,Macaulay Culkin,Pixote Hunt,27000000,13670688,0.506321778
The Hudsucker Proxy,Comedy,PG,UK,PolyGram Filmed Entertainment,0,3/11/94,1994,111,0,0,7.3,68649,Tim Robbins,Joel Coen,30000000,2869369,0.095645633
Color of Night,Mystery,R,USA,Cinergi Pictures Entertainment,0,8/19/94,1994,121,1,0,5.1,19835,Bruce Willis,Richard Rush,40000000,19721814,0.49304535
The River Wild,Action,PG-13,USA,Universal Pictures,1,9/30/94,1994,111,0,0,6.3,35146,Meryl Streep,Curtis Hanson,45000000,46815748,1.040349956
PCU,Comedy,PG-13,USA,Twentieth Century Fox Film Corporation,1,4/29/94,1994,79,0,0,6.6,10934,Jeremy Piven,Hart Bochner,8000000,4350774,0.54384675
Three Colors: Red,Drama,R,Switzerland,MK2 Productions,0,11/23/94,1994,99,0,0,8.1,69096,Irène Jacob,Krzysztof Kieslowski,0,4043686,inf
Don Juan DeMarco,Comedy,PG-13,USA,New Line Cinema,0,4/7/95,1994,97,0,0,6.7,43444,Johnny Depp,Jeremy Leven,25000000,22150451,0.88601804
Camp Nowhere,Adventure,PG,USA,Hollywood Pictures,0,8/26/94,1994,96,0,0,5.9,7684,Jonathan Jackson,Jonathan Prince,0,10471613,inf
The Legend of Drunken Master,Action,R,Hong Kong,Golden Harvest Company,0,10/20/00,1994,102,0,0,7.6,37144,Jackie Chan,Chia-Liang Liu,10000000,11546543,1.1546543
Junior,Comedy,PG-13,USA,Universal Pictures,1,11/23/94,1994,109,0,0,4.6,56919,Arnold Schwarzenegger,Ivan Reitman,60000000,36763355,0.612722583
Timecop: Policía del futuro,Action,R,Canada,Largo Entertainment,0,9/16/94,1994,99,0,0,5.8,47553,Jean-Claude Van Damme,Peter Hyams,27000000,44853581,1.661243741
Only You,Comedy,PG,USA,TriStar Pictures,0,10/7/94,1994,115,0,0,6.5,16746,Marisa Tomei,Norman Jewison,0,20042048,inf
My Girl 2,Comedy,PG,USA,Imagine Films Entertainment,0,2/11/94,1994,99,0,0,5.2,15940,Dan Aykroyd,Howard Zieff,0,17359799,inf
The Swan Princess,Animation,G,USA,Nest Family Entertainment,0,11/18/94,1994,100,0,0,6.4,18972,Jack Palance,Richard Rich,20000000,9771658,0.4885829
Major League II,Comedy,PG,USA,Warner Bros.,1,3/30/94,1994,105,0,0,5.5,21665,Charlie Sheen,David S. Ward,0,30626182,inf
Above the Rim,Crime,R,USA,New Line Cinema,0,3/23/94,1994,96,0,0,6.6,11508,Duane Martin,Jeff Pollack,3500000,16036534,4.581866857
The Getaway,Action,R,USA,Universal Pictures,1,2/11/94,1994,115,0,0,5.7,14913,Alec Baldwin,Roger Donaldson,0,16096000,inf
It Could Happen to You,Comedy,PG,USA,TriStar Pictures,0,7/29/94,1994,101,0,0,6.3,29594,Nicolas Cage,Andrew Bergman,0,37800323,inf
Immortal Beloved,Biography,R,UK,Icon Entertainment International,0,1/27/95,1994,121,1,0,7.5,20038,Gary Oldman,Bernard Rose,0,9914409,inf
Ready to Wear,Comedy,R,USA,Etalon Film,0,12/25/94,1994,133,1,0,5,12985,Sophia Loren,Robert Altman,18000000,11300653,0.627814056
The Last Seduction,Crime,R,UK,Incorporated Television Company (ITC),0,10/26/94,1994,110,0,0,7.1,17307,Linda Fiorentino,John Dahl,2500000,6138485,2.455394
When a Man Loves a Woman,Drama,R,USA,Touchstone Pictures,0,5/13/94,1994,126,1,0,6.5,17718,Meg Ryan,Luis Mandoki,0,50021959,inf
Exótica,Drama,R,Canada,Alliance Entertainment,0,3/24/95,1994,103,0,0,7.2,15366,Bruce Greenwood,Atom Egoyan,0,4183379,inf
On Deadly Ground,Action,R,USA,Seagal/Nasso Productions,0,2/18/94,1994,101,0,0,4.4,19210,Steven Seagal,Steven Seagal,50000000,38590500,0.77181
Exit to Eden,Comedy,R,USA,Savoy Pictures,0,10/14/94,1994,113,0,0,4.1,5798,Dana Delany,Garry Marshall,25000000,6841570,0.2736628
Threesome,Comedy,R,USA,Motion Picture Corporation of America (MPCA),0,4/8/94,1994,89,0,0,6.2,11407,Lara Flynn Boyle,Andrew Fleming,0,14815000,inf
Surviving the Game,Action,R,USA,New Line Cinema,0,4/15/94,1994,96,0,0,6.1,8846,Rutger Hauer,Ernest R. Dickerson,7400000,7690013,1.039190946
Shallow Grave,Crime,R,UK,Channel Four Films,0,2/10/95,1994,89,0,0,7.3,49100,Kerry Fox,Danny Boyle,2500000,2881508,1.1526032
Crooklyn,Comedy,PG-13,USA,Universal Pictures,1,5/13/94,1994,115,0,0,6.9,6583,Alfre Woodard,Spike Lee,14000000,13640000,0.974285714
Blue Sky,Drama,PG-13,USA,Heathrow Productions,0,9/16/94,1994,101,0,0,6.4,5683,Jessica Lange,Tony Richardson,16000000,3359465,0.209966563
The Next Karate Kid,Action,PG,USA,Columbia Pictures Corporation,1,9/9/94,1994,107,0,0,4.3,20024,Pat Morita,Christopher Cain,12000000,8914777,0.742898083
Blown Away,Action,R,USA,Metro-Goldwyn-Mayer (MGM),0,7/1/94,1994,121,1,0,6.2,24421,Jeff Bridges,Stephen Hopkins,50000000,30155037,0.60310074
The Puppet Masters,Horror,R,USA,Hollywood Pictures,0,10/21/94,1994,109,0,0,5.9,7281,Donald Sutherland,Stuart Orme,0,8638072,inf
Pulgarcita,Animation,G,Ireland,Don Bluth,0,3/30/94,1994,100,0,0,6.4,12483,Jodi Benson,Don Bluth,28000000,11373501,0.406196464
Miracle on 34th Street,Family,PG,USA,Twentieth Century Fox Film Corporation,1,11/18/94,1994,114,0,0,6.4,24126,Richard Attenborough,Les Mayfield,0,17193886,inf
The Shadow,Action,PG-13,USA,Universal Pictures,1,7/1/94,1994,108,0,0,6,19958,Alec Baldwin,Russell Mulcahy,25000000,32055248,1.28220992
Chasers,Comedy,R,USA,Morgan Creek Productions,0,4/22/94,1994,102,0,0,5,4804,Tom Berenger,Dennis Hopper,0,1596700,inf
Queen Margot,Biography,R,France,Renn Productions,0,12/9/94,1994,159,1,0,7.5,14377,Isabelle Adjani,Patrice Chéreau,0,2017346,inf
Bullets Over Broadway,Comedy,R,USA,Miramax,0,2/24/95,1994,98,0,0,7.5,31237,John Cusack,Woody Allen,20000000,13383737,0.66918685
In the Army Now,Comedy,PG,USA,Hollywood Pictures,0,8/12/94,1994,91,0,0,4.8,10622,Pauly Shore,Daniel Petrie Jr.,0,28864707,inf
Serial Mom,Comedy,R,USA,Savoy Pictures,0,4/13/94,1994,95,0,0,6.7,22529,Kathleen Turner,John Waters,13000000,7881335,0.606256538
Three Colors: White,Comedy,R,Switzerland,MK2 Productions,0,6/10/94,1994,91,0,0,7.7,48877,Zbigniew Zamachowski,Krzysztof Kieslowski,0,1464625,inf
Black Beauty,Adventure,G,USA,Warner Bros.,1,7/29/94,1994,88,0,0,6.6,7810,Sean Bean,Caroline Thompson,0,4630377,inf
With Honors,Comedy,PG-13,USA,Spring Creek Productions,0,4/29/94,1994,103,0,0,6.7,11565,Joe Pesci,Alek Keshishian,0,20043254,inf
North,Adventure,PG,USA,Castle Rock Entertainment,0,7/22/94,1994,87,0,0,4.4,11852,Elijah Wood,Rob Reiner,40000000,7138449,0.178461225
No Escape,Action,R,USA,Columbia Pictures Corporation,1,4/29/94,1994,118,0,0,6.1,16576,Ray Liotta,Martin Campbell,20000000,15340000,0.767
The War,Drama,PG-13,USA,Island World,0,11/4/94,1994,126,1,0,6.7,10752,Elijah Wood,Jon Avnet,0,16551365,inf
Il Postino,Biography,PG,Italy,Cecchi Gori Group Tiger Cinematografica,0,3/22/96,1994,108,0,0,7.7,27999,Massimo Troisi,Michael Radford,3000000,21848932,7.282977333
Nobody's Fool,Comedy,R,USA,Capella International,0,1/13/95,1994,110,0,0,7.4,15759,Paul Newman,Robert Benton,20000000,39487686,1.9743843
Brainscan,Comedy,R,Canada,Admire Productions Ltd.,0,4/22/94,1994,96,0,0,6.1,8826,Edward Furlong,John Flynn,0,4264509,inf
The Madness of King George,Biography,PG-13,UK,"Samuel Goldwyn Company, The",0,12/28/94,1994,104,0,0,7.2,12850,Nigel Hawthorne,Nicholas Hytner,0,15238994,inf
It's Pat: The Movie,Comedy,PG-13,USA,Touchstone Pictures,0,8/26/94,1994,77,0,0,2.6,8844,Julia Sweeney,Adam Bernstein,0,60822,inf
Fresh,Crime,R,USA,Lumière Pictures,0,9/2/94,1994,114,0,0,7.6,10327,Sean Nelson,Boaz Yakin,3500000,8094616,2.312747429
Milk Money,Comedy,PG-13,USA,Paramount Pictures,1,8/31/94,1994,110,0,0,5.5,9880,Melanie Griffith,Richard Benjamin,0,18137661,inf
Andre,Adventure,PG,USA,Paramount Pictures,1,8/17/94,1994,100,0,0,5.7,5543,Tina Majorino,George Miller,0,16819465,inf
The Road to Wellville,Comedy,R,USA,Beacon Communications,0,10/28/94,1994,118,0,0,5.8,10226,Anthony Hopkins,Alan Parker,25000000,6507514,0.26030056
The Ref,Comedy,R,USA,Touchstone Pictures,0,3/11/94,1994,96,0,0,6.9,20548,Denis Leary,Ted Demme,11000000,11439193,1.039926636
8 Seconds,Biography,PG-13,USA,Jersey Films,0,2/25/94,1994,105,0,0,6.5,4037,Luke Perry,John G. Avildsen,7000000,19604000,2.800571429
Eat Drink Man Woman,Comedy,UNRATED,Taiwan,Ang Lee Productions,0,8/3/94,1994,124,1,0,7.8,14947,Sihung Lung,Ang Lee,0,7294403,inf
The Chase,Action,PG-13,USA,Capitol Films,0,3/4/94,1994,100,0,0,5.8,15239,Charlie Sheen,Adam Rifkin,0,8009329,inf
Police Academy: Mission to Moscow,Comedy,PG,USA,Warner Bros.,1,8/26/94,1994,83,0,0,3.3,26638,G.W. Bailey,Alan Metter,6200000,126247,0.020362419
A Low Down Dirty Shame,Action,R,USA,Caravan Pictures,0,11/23/94,1994,100,0,0,5.9,4331,Keenen Ivory Wayans,Keenen Ivory Wayans,10000000,29392418,2.9392418
Double Dragon,Action,PG-13,USA,Greenleaf Productions,0,11/4/94,1994,96,0,0,3.7,9200,Robert Patrick,James Yukich,7850000,2341309,0.298255924
Spanking the Monkey,Comedy,UNRATED,USA,Buckeye Films,0,7/15/94,1994,100,0,0,6.3,5363,Jeremy Davies,David O. Russell,200000,1359736,6.79868
Death and the Maiden,Drama,R,UK,Fine Line Features,0,1/27/95,1994,103,0,0,7.3,18786,Sigourney Weaver,Roman Polanski,12000000,2104000,0.175333333
De amor y de sombras,Drama,R,Argentina,Aleph Producciones S.A.,0,5/10/96,1994,100,0,0,5.1,1592,Antonio Banderas,Betty Kaplan,0,19710,inf
City Slickers II: The Legend of Curly's Gold,Comedy,PG-13,USA,Castle Rock Entertainment,0,6/10/94,1994,116,0,0,5.5,15982,Billy Crystal,Paul Weiland,40000000,43622150,1.09055375
I.Q.,Comedy,PG,USA,Paramount Pictures,1,12/25/94,1994,100,0,0,6.2,20930,Tim Robbins,Fred Schepisi,25000000,26372663,1.05490652
Clifford,Comedy,PG,USA,"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)",0,4/1/94,1994,90,0,0,5.3,5807,Martin Short,Paul Flaherty,19000000,7411659,0.390087316
A Troll in Central Park,Animation,G,Ireland,Don Bluth,0,10/7/94,1994,76,0,0,5.4,4914,Dom DeLuise,Don Bluth,0,71368,inf
The Cowboy Way,Action,PG-13,USA,Imagine Entertainment,0,6/3/94,1994,102,0,0,5.8,6634,Woody Harrelson,Gregg Champion,35000000,20277185,0.579348143
Greedy,Comedy,PG-13,USA,Imagine Entertainment,0,3/4/94,1994,113,0,0,6.2,11022,Michael J. Fox,Jonathan Lynn,0,13145977,inf
Little Big League,Comedy,PG,USA,Castle Rock Entertainment,0,6/29/94,1994,119,0,0,6.1,8249,Luke Edwards,Andrew Scheinman,0,12211068,inf
3 Ninjas Kick Back,Family,PG,USA,Ben-Ami/Leeds Productions,0,5/6/94,1994,93,0,0,4.4,7189,Victor Wong,Charles T. Kanganis,20000000,11784000,0.5892
Mixed Nuts,Comedy,PG-13,USA,TriStar Pictures,0,12/21/94,1994,97,0,0,5.4,8563,Steve Martin,Nora Ephron,15000000,6798240,0.453216
Swimming with Sharks,Comedy,R,USA,Cineville,0,4/21/95,1994,93,0,0,7.1,20003,Kevin Spacey,George Huang,700000,376928,0.538468571
Drop Zone,Action,R,USA,Paramount Pictures,1,12/9/94,1994,101,0,0,5.6,16774,Wesley Snipes,John Badham,45000000,28720380,0.638230667
Death Wish V: The Face of Death,Action,R,USA,21st Century Film Corporation,0,1/14/94,1994,95,0,0,4.7,5329,Charles Bronson,Allan A. Goldstein,5000000,1702394,0.3404788
Jason's Lyric,Crime,R,USA,"Jackson/McHenry Company,The",0,9/28/94,1994,120,0,0,6.6,2838,Allen Payne,Doug McHenry,7000000,20851521,2.978788714
Intersection,Drama,R,USA,Paramount Pictures,1,1/21/94,1994,98,0,0,5.2,6432,Richard Gere,Mark Rydell,45000000,20928892,0.465086489
Mi adorable delincuente,Adventure,PG,Japan,New Line Cinema,0,3/18/94,1994,96,0,0,5.3,5382,Thora Birch,Franco Amurri,0,16344520,inf
Iron Will,Adventure,PG,USA,Walt Disney Pictures,1,1/14/94,1994,108,0,0,6.5,6113,Mackenzie Astin,Charles Haid,0,21006361,inf
Cemetery Man,Comedy,R,Italy,Audifilm,0,4/26/96,1994,105,0,0,7.3,17110,Rupert Everett,Michele Soavi,4000000,253969,0.06349225
Lightning Jack,Comedy,PG-13,USA,Lightning Ridge,0,3/11/94,1994,98,0,0,5.4,5541,Paul Hogan,Simon Wincer,0,16821273,inf
Terminal Velocity,Action,PG-13,USA,Hollywood Pictures,0,9/23/94,1994,102,0,0,5.4,11352,Charlie Sheen,Deran Sarafian,50000000,16478900,0.329578
Highlander: The Final Dimension,Action,PG-13,Canada,Fallingcloud,0,1/27/95,1994,99,0,0,4.3,17307,Christopher Lambert,Andrew Morahan,26000000,13829734,0.531912846
Before the Rain,Drama,NOT RATED,Republic of Macedonia,Aim,0,2/24/95,1994,113,0,0,8.1,11967,Katrin Cartlidge,Milcho Manchevski,1900000,763847,0.402024737
To Live,Drama,NOT RATED,China,ERA International,0,12/16/94,1994,133,1,0,8.3,12705,You Ge,Yimou Zhang,0,2332728,inf
The Paper,Comedy,R,USA,Universal Pictures,1,3/25/94,1994,112,0,0,6.6,11123,Michael Keaton,Ron Howard,6000000,38824341,6.4707235
Cabin Boy,Adventure,PG-13,USA,Touchstone Pictures,0,1/7/94,1994,80,0,0,5.1,7171,Chris Elliott,Adam Resnick,0,3662459,inf
Sleep with Me,Comedy,R,USA,August Entertainment,0,11/2/94,1994,86,0,0,5.7,2233,Craig Sheffer,Rory Kelly,0,161410,inf
Burnt by the Sun,Drama,R,Russia,Caméra One,0,4/21/95,1994,135,1,0,8,11998,Nikita Mikhalkov,Nikita Mikhalkov,2800000,2616503,0.934465357
Sister My Sister,Drama,R,UK,British Screen Productions,0,7/14/95,1994,100,0,0,6.9,2712,Julie Walters,Nancy Meckler,0,217881,inf
Love Affair,Comedy,PG-13,USA,Mulholland Productions,0,10/21/94,1994,108,0,0,5.9,3922,Warren Beatty,Glenn Gordon Caron,60000000,18250211,0.304170183
I Like It Like That,Comedy,R,USA,Columbia Pictures Corporation,1,10/14/94,1994,104,0,0,6.8,1290,Luna Lauren Velez,Darnell Martin,0,1777020,inf
Getting Even with Dad,Comedy,PG,USA,Metro-Goldwyn-Mayer (MGM),0,6/17/94,1994,109,0,0,4.6,6383,Macaulay Culkin,Howard Deutch,30000000,18438164,0.614605467
Wagons East,Adventure,PG-13,USA,Carolco Pictures,0,8/26/94,1994,107,0,0,4.7,4191,John Candy,Peter Markle,0,4358940,inf
I Love Trouble,Action,PG,USA,Caravan Pictures,0,6/29/94,1994,123,1,0,5.2,10145,Nick Nolte,Charles Shyer,45000000,30806194,0.684582089
House Party 3,Comedy,R,USA,"Hudlin Brothers, The",0,1/12/94,1994,100,0,0,4.1,2684,Christopher Reid,Eric Meza,0,19281235,inf
Leprechaun 2,Comedy,R,USA,Planet Productions,0,4/8/94,1994,85,0,0,4.4,6778,Warwick Davis,Rodman Flender,2000000,2260622,1.130311
Blankman,Comedy,PG-13,USA,Columbia Pictures Corporation,1,8/19/94,1994,92,0,0,4.8,7048,Damon Wayans,Mike Binder,0,7892208,inf
Death Machine,Action,R,UK,Entertainment Film Distributors,0,5/26/95,1994,99,0,0,5.7,3032,Brad Dourif,Stephen Norrington,0,1422749,inf
Priest,Drama,R,UK,British Broadcasting Corporation (BBC),0,3/24/95,1994,105,0,0,7.1,8634,Linus Roache,Antonia Bird,0,4176932,inf
Trading Mom,Comedy,PG,USA,First Look International,0,5/13/94,1994,100,0,0,5.5,1451,Sissy Spacek,Tia Brelis,0,319123,inf
Backbeat,Biography,R,UK,Channel Four Films,0,4/15/94,1994,100,0,0,6.7,5047,Stephen Dorff,Iain Softley,0,2392599,inf
Ashes of Time,Action,R,Hong Kong,Jet Tone Production,0,9/17/94,1994,100,0,0,7.2,10951,Brigitte Lin,Kar-Wai Wong,0,173526,inf
The Scout,Comedy,PG-13,USA,Santo Domingo Film & Music Video,0,9/30/94,1994,101,0,0,5.3,5255,Albert Brooks,Michael Ritchie,0,2667163,inf
The Secret of Roan Inish,Drama,PG,USA,Jones Entertainment Group,0,2/3/95,1994,103,0,0,7.5,6305,Jeni Courtney,John Sayles,3000000,6101600,2.033866667
Cops and Robbersons,Comedy,PG,USA,TriStar Pictures,0,4/15/94,1994,93,0,0,5,5507,Chevy Chase,Michael Ritchie,0,11384038,inf
Mrs. Parker and the Vicious Circle,Biography,R,USA,Fine Line Features,0,11/23/94,1994,125,1,0,6.4,3789,Jennifer Jason Leigh,Alan Rudolph,7000000,2144667,0.306381
War of the Buttons,Adventure,PG,UK,Enigma Productions,0,9/29/95,1994,94,0,0,7.5,3452,Gregg Fitzgerald,John Roberts,0,12712,inf
Guarding Tess,Comedy,PG-13,USA,Channel Films,0,3/11/94,1994,96,0,0,6.2,13526,Shirley MacLaine,Hugh Wilson,20000000,27053498,1.3526749
China Moon,Crime,R,USA,Tig Productions,0,3/4/94,1994,99,0,0,6.2,4508,Ed Harris,John Bailey,15000000,3038499,0.2025666
Being Human,Comedy,PG-13,UK,Warner Bros.,1,5/6/94,1994,122,1,0,5.4,3439,Robin Williams,Bill Forsyth,30000000,1519366,0.050645533
A Pure Formality,Crime,PG-13,Italy,Cecchi Gori Group Tiger Cinematografica,0,5/26/95,1994,108,0,0,7.8,7749,Gérard Depardieu,Giuseppe Tornatore,0,202458,inf
